player_id,player_url,fifa_version,fifa_update,fifa_update_date,short_name,long_name,player_positions,overall,potential,value_eur,wage_eur,age,dob,height_cm,weight_kg,league_id,league_name,league_level,club_team_id,club_name,club_position,club_jersey_number,club_loaned_from,club_joined_date,club_contract_valid_until_year,nationality_id,nationality_name,nation_team_id,nation_position,nation_jersey_number,preferred_foot,weak_foot,skill_moves,international_reputation,work_rate,body_type,real_face,release_clause_eur,player_tags,player_traits,pace,shooting,passing,dribbling,defending,physic,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking_awareness,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes,goalkeeping_speed,ls,st,rs,lw,lf,cf,rf,rw,lam,cam,ram,lm,lcm,cm,rcm,rm,lwb,ldm,cdm,rdm,rwb,lb,lcb,cb,rcb,rb,gk,player_face_url
233748,/player/233748/lieke-martens/230009,23,9,2023-01-13,L. Martens,Elisabeth Petronella Lieke Martens,"LW, ST",86,86,66500000,2000,29,1992-12-16,170,66,2218,Feminine Division 1,1,116034,Paris SG W,LW,22,,2022-07-01,2025,34,Netherlands,113011,LW,11,Right,4,5,5,Medium/Low,Normal (170-),Yes,136300000,"#Dribbler, #Crosser, #Acrobat, #Clinical Finisher, #Complete Forward","Flair, Playmaker (AI), Outside Foot Shot, Technical Dribbler (AI)",81,85,85,89,44,74,87,86,57,85,78,91,90,80,80,90,80,81,86,84,74,84,69,74,77,84,66,45,87,85,79,87,47,39,34,7,9,13,16,16,,82+3,82+3,82+3,86,86,86,86,86,86,86,86,86,81+3,81+3,81+3,86,68+3,66+3,66+3,66+3,68+3,63+3,56+3,56+3,56+3,63+3,20+3,https://cdn.sofifa.net/players/233/748/23_120.png
240714,/player/240714/jill-roord/230009,23,9,2023-01-13,J. Roord,Jill Jamie Roord,"CAM, CM, RW",86,89,,,25,1997-04-22,175,63,,,,,,,,,,,34,Netherlands,113011,RW,6,Right,4,4,3,High/Medium,Normal (170-185),No,,"#Playmaker, #Distance Shooter, #Complete Midfielder","Solid Player, Long Shot Taker (AI)",79,85,84,84,52,67,78,84,59,87,80,85,77,77,84,87,80,78,74,89,70,86,56,76,72,90,44,57,87,87,74,82,59,46,34,11,14,13,9,10,,82+3,82+3,82+3,84,85,85,85,84,86+3,86+3,86+3,84+3,82+3,82+3,82+3,84+3,69+3,69+3,69+3,69+3,69+3,66+3,59+3,59+3,59+3,66+3,20+3,https://cdn.sofifa.net/players/240/714/23_120.png
244302,/player/244302/lea-schuller/230009,23,9,2023-01-13,L. Schüller,Lea Schüller,ST,86,91,,,24,1997-11-12,173,60,,,,,,,,,,,21,Germany,113004,SUB,7,Right,3,4,3,Medium/Low,Lean (170-185),No,,#Poacher,Power Header,88,85,69,82,33,68,61,92,86,79,75,80,78,60,55,86,89,88,78,89,75,78,68,73,71,79,55,31,92,68,74,74,24,26,27,16,13,14,11,9,,86+3,86+3,86+3,82,84,84,84,82,81+3,81+3,81+3,80+3,72+3,72+3,72+3,80+3,59+3,55+3,55+3,55+3,59+3,56+3,50+3,50+3,50+3,56+3,21+3,https://cdn.sofifa.net/players/244/302/23_120.png
264884,/player/264884/paulina-dudek/230009,23,9,2023-01-13,P. Dudek,Paulina Dudek,CB,86,90,84500000,2000,25,1997-06-16,169,62,2218,Feminine Division 1,1,116034,Paris SG W,RES,4,,2018-01-30,2024,37,Poland,,,,Left,2,2,2,Medium/Medium,Normal (170-),Yes,179600000,"#Tackling, #Tactician ",,68,46,65,71,90,78,45,44,89,82,39,68,62,41,74,76,62,72,61,83,66,59,90,70,76,35,88,87,49,53,66,73,91,92,87,14,11,13,15,14,,64+2,64+2,64+2,63,64,64,64,63,65+2,65+2,65+2,66+2,71+2,71+2,71+2,66+2,77+2,82+2,82+2,82+2,77+2,79+2,86+2,86+2,86+2,79+2,21+2,https://cdn.sofifa.net/players/264/884/23_120.png
265242,/player/265242/manuela-zinsberger/230009,23,9,2023-01-13,M. Zinsberger,Manuela Zinsberger,GK,86,89,68500000,1000,26,1995-10-19,177,67,2216,Women's Super League,1,116009,Arsenal W,GK,1,,2019-07-01,2023,4,Austria,,,,Right,4,1,4,Medium/Medium,Normal (170-185),Yes,149000000,,"Rushes Out Of Goal, Saves with Feet",,,,,,,33,18,6,23,12,11,19,24,15,36,45,39,46,81,62,63,83,22,78,25,26,10,11,70,52,56,20,13,16,88,78,84,88,90,43,32+3,32+3,32+3,32,34,34,34,32,34+3,34+3,34+3,32+3,32+3,32+3,32+3,32+3,28+3,28+3,28+3,28+3,28+3,27+3,28+3,28+3,28+3,27+3,85+3,https://cdn.sofifa.net/players/265/242/23_120.png
265674,/player/265674/selma-bacha/230009,23,9,2023-01-13,S. Bacha,Selma Bacha,"LB, LW",86,93,131000000,1000,21,2000-11-09,161,58,2218,Feminine Division 1,1,116033,Lyon W,LB,4,,2017-07-01,2025,18,France,113003,SUB,13,Left,3,4,1,High/High,Normal (170-),Yes,294800000,"#Engine, #Crosser, #Acrobat",,88,70,84,83,79,77,93,64,58,88,49,80,87,64,77,83,93,84,94,81,87,92,70,93,71,67,75,81,82,79,49,82,77,83,85,14,14,6,9,14,,76+2,76+2,76+2,82,80,80,80,82,81+2,81+2,81+2,83+2,82+2,82+2,82+2,83+2,85+2,82+2,82+2,82+2,85+2,84+2,78+2,78+2,78+2,84+2,20+2,https://cdn.sofifa.net/players/265/674/23_120.png
226335,/player/226335/alyssa-naeher/230009,23,9,2023-01-13,A. Naeher,Alyssa Michele Naeher,GK,85,85,,,34,1988-04-20,173,64,,,,,,,,,,,95,United States,113009,GK,1,Right,3,1,3,Medium/Medium,Normal (170-185),Yes,,,"Leadership, Comes For Crosses",,,,,,,17,13,16,23,12,16,14,15,38,15,43,46,61,76,56,62,66,41,43,14,28,23,13,14,42,49,18,19,20,87,81,83,87,84,44,29+3,29+3,29+3,25,26,26,26,25,25+3,25+3,25+3,26+3,26+3,26+3,26+3,26+3,29+3,28+3,28+3,28+3,29+3,29+3,27+3,27+3,27+3,29+3,84+1,https://cdn.sofifa.net/players/226/335/23_120.png
227327,/player/227327/sara-dabritz/230009,23,9,2023-01-13,S. Däbritz,Sara Ilonka Däbritz,CM,85,86,61500000,2000,27,1995-02-15,171,63,2218,Feminine Division 1,1,116033,Lyon W,SUB,8,,2022-07-01,2025,21,Germany,113004,SUB,13,Left,5,4,3,Medium/Medium,Normal (170-185),Yes,130700000,"#Playmaker, #Acrobat","Flair, Long Passer (AI), Long Shot Taker (AI), Playmaker (AI), Outside Foot Shot, Technical Dribbler (AI)",81,82,84,87,74,72,78,83,52,88,69,90,81,75,85,89,84,79,86,82,67,83,55,80,78,86,53,81,84,87,72,80,77,77,68,13,14,16,11,16,,81+3,81+3,81+3,85,85,85,85,85,86,86,86,85+1,85+1,85+1,85+1,85+1,80+3,80+3,80+3,80+3,80+3,78+3,73+3,73+3,73+3,78+3,21+3,https://cdn.sofifa.net/players/227/327/23_120.png
227383,/player/227383/kadeisha-buchanan/230009,23,9,2023-01-13,K. Buchanan,Kadeisha Buchanan,CB,85,88,62500000,2000,26,1995-11-05,170,65,2216,Women's Super League,1,116010,Chelsea W,CB,26,,2022-07-01,2025,70,Canada,113000,RCB,3,Right,3,2,3,Medium/Medium,Normal (170-),Yes,132800000,"#Tackling, #Strength","Long Passer (AI), Team Player",74,42,55,64,87,86,26,31,81,71,43,58,51,56,71,70,68,78,63,75,63,63,93,79,90,45,85,85,46,47,45,78,92,86,87,13,17,9,10,17,,60+3,60+3,60+3,56,59,59,59,56,60+3,60+3,60+3,59+3,66+3,66+3,66+3,59+3,73+3,79+3,79+3,79+3,73+3,76+3,85+3,85+3,85+3,76+3,21+3,https://cdn.sofifa.net/players/227/383/23_120.png
232077,/player/232077/adrianna-franch/230009,23,9,2023-01-13,A. Franch,Adrianna Nichole Franch,GK,85,85,,,31,1990-11-12,173,70,,,,,,,,,,,95,United States,113009,SUB,18,Right,2,1,3,Medium/Medium,Stocky (170-185),No,,,Leadership,,,,,,,17,13,16,23,12,16,14,15,38,15,43,46,61,83,59,59,80,44,43,14,28,23,13,14,42,49,11,19,20,82,86,78,84,85,44,29+3,29+3,29+3,26,27,27,27,26,25+3,25+3,25+3,27+3,27+3,27+3,27+3,27+3,29+3,28+3,28+3,28+3,29+3,29+3,27+3,27+3,27+3,29+3,84+1,https://cdn.sofifa.net/players/232/077/23_120.png
232202,/player/232202/delphine-cascarino/230009,23,9,2023-01-13,D. Cascarino,Delphine Cascarino,RW,85,88,71500000,2000,25,1997-02-05,167,58,2218,Feminine Division 1,1,116033,Lyon W,RW,20,,2014-07-01,2024,18,France,113003,LW,20,Right,2,4,2,High/Medium,Normal (170-),Yes,151900000,"#Speedster, #Dribbler, #Acrobat","Flair, Speed Dribbler (AI), Outside Foot Shot, Technical Dribbler (AI)",94,75,80,88,38,57,83,72,48,83,70,88,75,60,76,89,95,94,93,79,94,80,49,76,55,76,41,35,83,80,67,79,39,39,32,14,16,12,15,11,,77+2,77+2,77+2,85,83,83,83,85,84+2,84+2,84+2,84+2,77+2,77+2,77+2,84+2,66+2,60+2,60+2,60+2,66+2,61+2,48+2,48+2,48+2,61+2,21+2,https://cdn.sofifa.net/players/232/202/23_120.png
235657,/player/235657/rachel-daly/230009,23,9,2023-01-13,R. Daly,Rachel Ann Daly,"ST, CAM, LB",85,85,53000000,2000,30,1991-12-06,167,62,2216,Women's Super League,1,116015,Aston Villa W,ST,8,,2022-08-09,2025,14,England,113002,LB,3,Right,3,3,3,Medium/High,Normal (170-),No,111300000,#Poacher,"Leadership, Finesse Shot, Outside Foot Shot",79,86,76,83,64,74,79,91,78,80,77,84,77,52,66,90,80,78,72,87,67,85,76,81,79,76,54,45,90,79,85,69,69,68,65,12,9,14,9,17,,85,85,85,84,85,85,85,84,83+2,83+2,83+2,83+2,79+3,79+3,79+3,83+2,74+3,71+3,71+3,71+3,74+3,73+3,69+3,69+3,69+3,73+3,20+3,https://cdn.sofifa.net/players/235/657/23_120.png
237673,/player/237673/kailen-sheridan/230009,23,9,2023-01-13,K. Sheridan,Kailen Mary Iacovoni Sheridan,GK,85,89,,,26,1995-07-16,176,72,,,,,,,,,,,70,Canada,113000,GK,1,Right,2,1,1,Medium/Medium,Stocky (170-185),No,,,"Leadership, Comes For Crosses",,,,,,,13,10,17,29,11,14,13,15,26,17,25,30,46,81,46,61,53,38,70,17,26,13,7,32,25,33,18,14,13,86,82,81,85,86,27,28+2,28+2,28+2,23,26,26,26,23,26+2,26+2,26+2,25+2,27+2,27+2,27+2,25+2,25+2,27+2,27+2,27+2,25+2,24+2,27+2,27+2,27+2,24+2,84+2,https://cdn.sofifa.net/players/237/673/23_120.png
259287,/player/259287/pernille-harder/230009,23,9,2023-01-13,P. Harder,Pernille Harder,"CAM, LW, ST",85,85,53000000,2000,29,1992-11-15,169,60,2216,Women's Super League,1,116010,Chelsea W,SUB,23,,2020-09-06,2023,13,Denmark,,,,Right,4,4,4,High/Medium,Normal (170-),Yes,108700000,#Dribbler,"Leadership, Flair, Outside Foot Shot, Team Player, Technical Dribbler (AI)",88,78,81,89,26,77,78,79,76,85,73,92,70,73,78,89,87,89,84,82,78,77,78,78,81,76,66,21,87,84,84,90,19,22,23,12,6,8,13,6,,83+2,83+2,83+2,85,85,85,85,85,85,85,85,85,78+3,78+3,78+3,85,60+3,57+3,57+3,57+3,60+3,55+3,48+3,48+3,48+3,55+3,17+3,https://cdn.sofifa.net/players/259/287/23_120.png
226303,/player/226303/almuth-schult/230009,23,9,2023-01-13,A. Schult,Almuth Schult,GK,84,84,,,31,1991-02-09,180,71,,,,,,,,,,,21,Germany,113004,SUB,12,Right,2,1,3,Medium/Medium,Stocky (170-185),Yes,,,Saves with Feet,,,,,,,11,11,11,25,13,9,14,25,24,23,35,42,35,78,40,62,61,30,78,11,35,13,13,34,20,45,17,10,11,84,83,82,86,84,38,29+3,29+3,29+3,24,27,27,27,24,26+3,26+3,26+3,25+3,26+3,26+3,26+3,25+3,24+3,27+3,27+3,27+3,24+3,24+3,27+3,27+3,27+3,24+3,83+1,https://cdn.sofifa.net/players/226/303/23_120.png
226308,/player/226308/dzsenifer-marozsan/230009,23,9,2023-01-13,D. Marozsán,Dzsenifer Marozsán,"CAM, CM",84,84,40500000,2000,30,1992-04-18,171,67,2218,Feminine Division 1,1,116033,Lyon W,SUB,10,,2016-07-01,2023,21,Germany,,,,Right,4,5,5,High/Low,Normal (170-185),Yes,83000000,"#Dribbler, #Crosser, #FK Specialist","Injury Prone, Long Shot Taker (AI), Playmaker (AI), Outside Foot Shot, Technical Dribbler (AI)",77,82,87,86,57,73,89,78,61,88,88,89,92,89,80,89,78,76,80,80,68,89,67,64,79,83,73,69,80,85,90,86,55,53,51,8,10,15,9,12,,80+3,80+3,80+3,84,83,83,83,84,84,84,84,83+1,81+3,81+3,81+3,83+1,73+3,72+3,72+3,72+3,73+3,69+3,65+3,65+3,65+3,69+3,18+3,https://cdn.sofifa.net/players/226/308/23_120.png
226336,/player/226336/crystal-dunn/230009,23,9,2023-01-13,C. Dunn,Crystal Alyssia Dunn Soubrier,"CAM, LB",84,84,,,29,1992-07-03,155,55,,,,,,,,,,,95,United States,113009,SUB,8,Right,4,4,3,High/High,Normal (170-),Yes,,,"Early Crosser, Speed Dribbler (AI)",86,77,83,85,77,78,83,76,54,86,75,84,80,67,82,87,86,86,85,81,92,80,46,84,79,76,75,79,85,84,80,83,81,80,79,12,13,9,8,16,,79+3,79+3,79+3,84,83,83,83,84,84,84,84,84,83+1,83+1,83+1,84,83+1,82+2,82+2,82+2,83+1,81+3,77+3,77+3,77+3,81+3,20+3,https://cdn.sofifa.net/players/226/336/23_120.png
226359,/player/226359/christine-sinclair/230009,23,9,2023-01-13,C. Sinclair,Christine Margaret Sinclair,"CAM, ST, LW",84,84,,,39,1983-06-12,175,67,,,,,,,,,,,70,Canada,113000,CAM,12,Right,4,4,4,Medium/Medium,Normal (170-185),Yes,,"#Playmaker, #Distance Shooter, #Strength, #Complete Midfielder","Leadership, Finesse Shot, Power Header, Outside Foot Shot, Team Player",68,86,83,82,44,82,77,84,74,86,87,85,78,76,84,88,67,68,57,79,62,90,88,77,90,87,67,49,89,87,86,93,42,35,34,17,9,7,12,8,,83+1,83+1,83+1,82,84,84,84,82,84,84,84,82+2,81+3,81+3,81+3,82+2,64+3,66+3,66+3,66+3,64+3,61+3,58+3,58+3,58+3,61+3,19+3,https://cdn.sofifa.net/players/226/359/23_120.png
226375,/player/226375/kathrin-hendrich/230009,23,9,2023-01-13,K. Hendrich,Kathrin-Julia Hendrich,"CB, RB",84,84,,,30,1992-04-06,173,55,,,,,,,,,,,21,Germany,113004,RCB,3,Right,3,2,3,Medium/Medium,Lean (170-185),No,,#Tactician ,"Solid Player, Team Player",81,39,70,72,86,78,62,31,83,85,30,66,70,36,75,80,77,84,69,87,61,62,79,87,72,27,82,86,59,54,56,72,89,86,84,13,10,13,9,9,,64+3,64+3,64+3,66,66,66,66,66,67+3,67+3,67+3,71+3,73+3,73+3,73+3,71+3,81+3,82+2,82+2,82+2,81+3,83+1,84,84,84,83+1,19+3,https://cdn.sofifa.net/players/226/375/23_120.png
226978,/player/226978/hedvig-lindahl/230009,23,9,2023-01-13,H. Lindahl,Rut Hedvig Lindahl,GK,84,84,,,39,1983-04-29,179,74,,,,,,,,,,,46,Sweden,113008,GK,1,Right,3,1,3,Medium/Medium,Normal (170-185),Yes,,,,,,,,,,18,16,14,23,14,17,13,17,16,20,47,44,36,84,68,60,72,44,57,15,24,24,17,60,25,70,29,17,16,85,75,80,85,86,46,31+3,31+3,31+3,29,32,32,32,29,31+3,31+3,31+3,31+3,31+3,31+3,31+3,31+3,30+3,30+3,30+3,30+3,30+3,30+3,30+3,30+3,30+3,30+3,83+1,https://cdn.sofifa.net/players/226/978/23_120.png
226979,/player/226979/amanda-ilestedt/230009,23,9,2023-01-13,A. Ilestedt,Amanda Ilestedt,CB,84,85,39000000,2000,29,1993-01-17,178,65,2218,Feminine Division 1,1,116034,Paris SG W,RCB,13,,2021-07-12,2023,46,Sweden,113008,RCB,13,Right,3,2,2,Medium/Medium,Lean (170-185),Yes,82900000,#Tackling ,,71,43,65,63,87,78,58,43,85,82,35,60,51,52,70,74,64,77,37,79,43,51,90,72,78,36,83,85,37,46,58,79,88,89,86,15,9,9,7,14,,60+2,60+2,60+2,60,60,60,60,60,61+2,61+2,61+2,64+2,67+2,67+2,67+2,64+2,77+2,80+2,80+2,80+2,77+2,79+2,84+1,84+1,84+1,79+2,19+2,https://cdn.sofifa.net/players/226/979/23_120.png
226987,/player/226987/kosovare-asllani/230009,23,9,2023-01-13,K. Asllani,Kosovare Asllani,"CAM, CM, ST",84,84,,,32,1989-07-29,166,58,,,,,,,,,,,46,Sweden,113008,RW,9,Right,4,4,4,Medium/Medium,Lean (170-),Yes,,"#Dribbler, #Acrobat","Flair, Technical Dribbler (AI)",79,80,80,87,46,55,72,80,62,84,85,89,81,78,78,87,80,79,88,80,89,77,67,71,50,78,44,45,82,84,88,77,66,28,30,12,12,7,11,12,,78+3,78+3,78+3,83,83,83,83,83,84,84,84,82+2,78+3,78+3,78+3,82+2,65+3,63+3,63+3,63+3,65+3,61+3,52+3,52+3,52+3,61+3,19+3,https://cdn.sofifa.net/players/226/987/23_120.png
226998,/player/226998/magdalena-eriksson/230009,23,9,2023-01-13,M. Eriksson,Magdalena Lilly Eriksson,"CB, LB",84,84,36500000,2000,28,1993-09-08,173,66,2216,Women's Super League,1,116010,Chelsea W,LCB,16,,2017-07-01,2023,46,Sweden,113008,LCB,6,Left,3,2,4,Medium/High,Normal (170-185),Yes,74800000,,"Leadership, Team Player",69,46,72,70,85,79,73,40,89,80,47,59,61,52,79,80,70,69,72,86,74,56,88,77,78,44,84,80,58,57,56,84,90,85,80,7,17,12,10,9,,65+3,65+3,65+3,66,65,65,65,66,67+3,67+3,67+3,69+3,72+3,72+3,72+3,69+3,79+3,81+3,81+3,81+3,79+3,80+3,84,84,84,80+3,19+3,https://cdn.sofifa.net/players/226/998/23_120.png
227331,/player/227331/eugenie-le-sommer/230009,23,9,2023-01-13,E. Le Sommer,Eugénie Anne Claudine Le Sommer,"ST, LW",84,84,27000000,2000,33,1989-05-18,161,58,2218,Feminine Division 1,1,116033,Lyon W,ST,9,,2010-07-01,2023,18,France,,,,Right,5,4,5,Medium/High,Stocky (170-),Yes,55400000,"#Poacher, #Dribbler, #Clinical Finisher, #Complete Forward","Long Shot Taker (AI), Outside Foot Shot, Technical Dribbler (AI)",73,86,79,86,43,71,79,86,87,83,83,87,81,70,69,87,72,73,80,84,82,86,88,70,75,84,59,33,89,83,85,81,42,40,33,17,9,13,12,14,,84,84,84,83,85-1,85-1,85-1,83,84,84,84,82+2,77+3,77+3,77+3,82+2,63+3,61+3,61+3,61+3,63+3,60+3,57+3,57+3,57+3,60+3,21+3,https://cdn.sofifa.net/players/227/331/23_120.png
227346,/player/227346/griedge-mbock/230009,23,9,2023-01-13,G. Mbock,Griedge Yinda Colette Mbock Bathy Nka,"CB, CDM",84,87,48000000,1000,27,1995-02-26,172,68,2218,Feminine Division 1,1,116033,Lyon W,RES,29,,2015-07-01,2024,18,France,113003,RCB,19,Right,3,2,3,High/High,Normal (170-185),Yes,102000000,,Injury Prone,70,55,67,66,86,85,59,51,89,81,44,61,52,42,78,73,65,74,60,79,53,73,81,78,89,48,86,80,53,50,65,79,85,90,82,7,16,12,12,15,,67+3,67+3,67+3,64,65,65,65,64,65+3,65+3,65+3,67+3,71+3,71+3,71+3,67+3,76+3,80+3,80+3,80+3,76+3,78+3,84+3,84+3,84+3,78+3,20+3,https://cdn.sofifa.net/players/227/346/23_120.png
227350,/player/227350/amel-majri/230009,23,9,2023-01-13,A. Majri,Amel Majri,"LW, CM",84,84,41500000,2000,29,1993-01-25,164,54,2218,Feminine Division 1,1,116033,Lyon W,SUB,7,,2010-07-01,2026,18,France,,,,Left,3,5,3,High/High,Normal (170-),Yes,85100000,"#Dribbler, #Crosser, #Acrobat","Early Crosser, Flair, Outside Foot Shot, Team Player, Technical Dribbler (AI)",80,75,85,88,82,73,90,78,74,87,62,89,89,84,77,89,82,78,88,83,84,77,76,59,78,70,79,84,83,81,73,85,84,81,78,10,16,12,14,10,,80+3,80+3,80+3,84,83,83,83,84,84,84,84,84,82+2,82+2,82+2,84,82+2,81+3,81+3,81+3,82+2,81+3,81+3,81+3,81+3,81+3,20+3,https://cdn.sofifa.net/players/227/350/23_120.png
227410,/player/227410/desiree-scott/230009,23,9,2023-01-13,D. Scott,Desiree Rose Marie Scott,CDM,84,84,,,34,1987-07-31,155,62,,,,,,,,,,,70,Canada,113000,CM,11,Right,3,3,3,Medium/High,Stocky (170-),Yes,,,"Leadership, Long Passer (AI), Team Player",65,51,72,76,83,81,57,42,68,85,28,74,45,38,82,80,67,63,63,76,89,69,34,73,86,58,90,88,56,73,55,80,85,86,74,13,17,16,10,15,,64+3,64+3,64+3,67,68,68,68,67,71+3,71+3,71+3,70+3,77+3,77+3,77+3,70+3,76+3,83+1,83+1,83+1,76+3,76+3,81+3,81+3,81+3,76+3,21+3,https://cdn.sofifa.net/players/227/410/23_120.png
233751,/player/233751/danielle-van-de-donk/230009,23,9,2023-01-13,D. van de Donk,Daniëlle van de Donk,"CAM, CM",84,84,40500000,2000,30,1991-08-05,160,54,2218,Feminine Division 1,1,116033,Lyon W,CAM,17,,2021-07-01,2023,34,Netherlands,113011,LCM,10,Right,3,4,3,High/High,Lean (170-),Yes,83000000,"#Dribbler, #Acrobat","Flair, Long Passer (AI), Outside Foot Shot, Technical Dribbler (AI)",79,77,81,87,62,72,74,78,56,84,69,87,79,69,81,88,81,78,86,83,88,74,68,77,63,76,87,65,83,84,78,84,55,68,61,15,9,17,11,10,,78+3,78+3,78+3,83,82,82,82,83,84,84,84,82+2,82+2,82+2,82+2,82+2,74+3,75+3,75+3,75+3,74+3,71+3,67+3,67+3,67+3,71+3,19+3,https://cdn.sofifa.net/players/233/751/23_120.png
238212,/player/238212/jane-campbell/230009,23,9,2023-01-13,J. Campbell,Carolyn Jane Campbell,GK,84,86,,,27,1995-02-17,173,66,,,,,,,,,,,95,United States,113009,SUB,21,Right,2,1,1,Medium/Medium,Normal (170-185),No,,,"Solid Player, Leadership, Team Player, Comes For Crosses",,,,,,,17,13,17,22,12,16,14,15,37,20,42,44,58,79,55,64,64,45,42,14,29,22,14,45,42,68,12,18,19,84,83,85,85,83,43,29+2,29+2,29+2,28,30,30,30,28,30+2,30+2,30+2,29+2,31+2,31+2,31+2,29+2,29+2,29+2,29+2,29+2,29+2,28+2,26+2,26+2,26+2,28+2,83+2,https://cdn.sofifa.net/players/238/212/23_120.png
239345,/player/239345/linda-dallmann/230009,23,9,2023-01-13,L. Dallmann,Linda Dallmann,"CAM, LM, CF",84,84,,,27,1994-09-02,158,51,,,,,,,,,,,21,Germany,113004,SUB,16,Right,4,4,3,Medium/Medium,Normal (170-),No,,"#Dribbler, #Acrobat",Technical Dribbler (AI),82,77,78,87,46,59,66,80,34,82,69,86,75,63,81,88,84,80,93,83,93,74,58,78,50,78,57,50,81,83,65,76,46,48,44,8,13,16,9,13,,75+3,75+3,75+3,82,82,82,82,82,84,84,84,81+3,79+3,79+3,79+3,81+3,67+3,66+3,66+3,66+3,67+3,63+3,53+3,53+3,53+3,63+3,19+3,https://cdn.sofifa.net/players/239/345/23_120.png
242830,/player/242830/keira-walsh/230009,23,9,2023-01-13,K. Walsh,Keira Fae Walsh,"CDM, CM",84,90,,,25,1997-04-08,168,60,,,,,,,,,,,14,England,113002,LDM,4,Right,3,3,4,Medium/High,Normal (170-),Yes,,,Long Shot Taker (AI),66,46,81,79,81,74,67,41,66,93,42,78,53,51,88,83,66,66,70,84,71,56,70,85,70,42,72,77,70,85,55,85,85,84,81,16,9,10,8,8,,65+3,65+3,65+3,72,72,72,72,72,77+3,77+3,77+3,77+3,82+3,82+3,82+3,77+3,80+3,83+3,83+3,83+3,80+3,79+3,79+3,79+3,79+3,79+3,18+3,https://cdn.sofifa.net/players/242/830/23_120.png
242896,/player/242896/ingrid-syrstad-engen/230009,23,9,2023-01-13,I. Engen,Ingrid Syrstad Engen,"CM, CDM",84,89,,,24,1998-04-29,177,65,,,,,,,,,,,36,Norway,113007,LDM,7,Right,3,3,3,Medium/High,Normal (170-185),No,,,,76,73,82,81,82,85,75,73,70,87,65,81,70,60,84,85,78,75,70,84,81,73,79,89,83,77,85,84,78,85,59,84,81,85,83,11,14,12,14,8,,77+3,77+3,77+3,80,80,80,80,80,82+3,82+3,82+3,81+3,84+3,84+3,84+3,81+3,83+3,85+3,85+3,85+3,83+3,82+3,82+3,82+3,82+3,82+3,20+3,https://cdn.sofifa.net/players/242/896/23_120.png
243404,/player/243404/georgia-stanway/230009,23,9,2023-01-13,G. Stanway,Georgia Marie Stanway,CM,84,90,,,23,1999-01-03,162,58,,,,,,,,,,,14,England,113002,RDM,10,Right,3,4,4,High/Medium,Normal (170-),Yes,,#Dribbler,Flair,83,79,80,86,65,59,60,79,43,90,68,91,67,74,82,84,84,82,82,85,83,75,15,83,48,83,65,77,79,84,86,69,57,76,58,12,8,15,10,8,,76+3,76+3,76+3,82,83,83,83,82,85+3,85+3,85+3,82+3,84+3,84+3,84+3,82+3,76+3,77+3,77+3,77+3,76+3,73+3,65+3,65+3,65+3,73+3,18+3,https://cdn.sofifa.net/players/243/404/23_120.png
245697,/player/245697/clara-mateo/230009,23,9,2023-01-13,C. Mateo,Clara Matéo,RM,84,87,57500000,1000,24,1997-11-28,168,60,2218,Feminine Division 1,1,116035,Paris W,RM,11,,2017-07-01,2025,18,France,113003,SUB,10,Right,3,4,1,High/High,Lean (170-),Yes,125100000,#Engine,"Solid Player, Finesse Shot, Long Passer (AI), Playmaker (AI), Outside Foot Shot",83,83,81,84,59,72,74,85,73,85,79,85,75,74,79,86,80,85,77,80,78,81,82,92,66,85,60,60,87,84,72,84,56,59,48,11,11,9,17,16,,82+2,82+2,82+2,83,84,84,84,83,84+2,84+2,84+2,83+2,82+2,82+2,82+2,83+2,73+2,71+2,71+2,71+2,73+2,70+2,64+2,64+2,64+2,70+2,21+2,https://cdn.sofifa.net/players/245/697/23_120.png
245879,/player/245879/caroline-weir/230009,23,9,2023-01-13,C. Weir,Caroline Elspeth Lillias Weir,"CM, CAM",84,85,,,27,1995-06-20,172,60,,,,,,,,,,,42,Scotland,113984,LCM,9,Left,3,4,3,High/High,Lean (170-185),Yes,,#Playmaker ,"Long Shot Taker (AI), Outside Foot Shot, Chip Shot (AI)",69,82,83,83,74,61,73,83,60,89,70,85,78,80,82,84,68,69,67,83,88,86,52,83,51,85,62,76,84,86,61,85,75,80,63,13,14,8,8,15,,79+3,79+3,79+3,81,83,83,83,81,83+2,83+2,83+2,81+3,84+1,84+1,84+1,81+3,77+3,79+3,79+3,79+3,77+3,75+3,71+3,71+3,71+3,75+3,20+3,https://cdn.sofifa.net/players/245/879/23_120.png
